"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","qtrly_estabs","month1_emplvl","month2_emplvl","month3_emplvl","total_qtrly_wages","taxable_qtrly_wages","qtrly_contributions","avg_wkly_wage","lq_disclosure_code","lq_qtrly_estabs","lq_month1_emplvl","lq_month2_emplvl","lq_month3_emplvl","lq_total_qtrly_wages","lq_taxable_qtrly_wages","lq_qtrly_contributions","lq_avg_wkly_wage","oty_disclosure_code","oty_qtrly_estabs_chg","oty_qtrly_estabs_pct_chg","oty_month1_emplvl_chg","oty_month1_emplvl_pct_chg","oty_month2_emplvl_chg","oty_month2_emplvl_pct_chg","oty_month3_emplvl_chg","oty_month3_emplvl_pct_chg","oty_total_qtrly_wages_chg","oty_total_qtrly_wages_pct_chg","oty_taxable_qtrly_wages_chg","oty_taxable_qtrly_wages_pct_chg","oty_qtrly_contributions_chg","oty_qtrly_contributions_pct_chg","oty_avg_wkly_wage_chg","oty_avg_wkly_wage_pct_chg"
"US000","1","221122","18","0","2024","1","",33,641,649,647,23359599,0,0,2783,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",-19,-36.5,-113,-15.0,-109,-14.4,-117,-15.3,-3771748,-13.9,0,0.0,0,0.0,32,1.2
"US000","1","2213","16","0","2024","1","",5,743,742,743,19698564,0,0,2040,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,-4,-0.5,-18,-2.4,-15,-2.0,890665,4.7,0,0.0,0,0.0,124,6.5
"US000","1","22131","17","0","2024","1","",5,743,742,743,19698564,0,0,2040,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,-4,-0.5,-18,-2.4,-15,-2.0,890665,4.7,0,0.0,0,0.0,124,6.5
"US000","1","221310","18","0","2024","1","",5,743,742,743,19698564,0,0,2040,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,-4,-0.5,-18,-2.4,-15,-2.0,890665,4.7,0,0.0,0,0.0,124,6.5
"US000","1","23","14","0","2024","1","",5,28,27,28,1074550,0,0,2988,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",4,400.0,23,460.0,22,440.0,23,460.0,902830,525.8,0,0.0,0,0.0,346,13.1
"US000","1","236","15","0","2024","1","",1,0,0,0,0,0,0,0,"",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","1","2362","16","0","2024","1","",1,0,0,0,0,0,0,0,"",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","1","23622","17","0","2024","1","",1,0,0,0,0,0,0,0,"",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","1","236220","18","0","2024","1","",1,0,0,0,0,0,0,0,"",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","1","237","15","0","2024","1","",4,28,27,28,1074550,0,0,2988,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",3,300.0,23,460.0,22,440.0,23,460.0,902830,525.8,0,0.0,0,0.0,346,13.1
"US000","1","2371","16","0","2024","1","",4,28,27,28,1074550,0,0,2988,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",3,300.0,23,460.0,22,440.0,23,460.0,902830,525.8,0,0.0,0,0.0,346,13.1
"US000","1","23713","17","0","2024","1","",4,28,27,28,1074550,0,0,2988,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",3,300.0,23,460.0,22,440.0,23,460.0,902830,525.8,0,0.0,0,0.0,346,13.1
"US000","1","237130","18","0","2024","1","",4,28,27,28,1074550,0,0,2988,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",3,300.0,23,460.0,22,440.0,23,460.0,902830,525.8,0,0.0,0,0.0,346,13.1
"US000","1","31-33","14","0","2024","1","",79,49036,49280,49371,1297796215,0,0,2028,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",9,12.9,1049,2.2,1171,2.4,1265,2.6,94982198,7.9,0,0.0,0,0.0,103,5.4
"US000","1","323","15","0","2024","1","",44,2714,2704,2696,76736194,0,0,2182,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",11,33.3,0,0.0,-5,-0.2,6,0.2,2744981,3.7,0,0.0,0,0.0,77,3.7
"US000","1","3231","16","0","2024","1","",44,2714,2704,2696,76736194,0,0,2182,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",11,33.3,0,0.0,-5,-0.2,6,0.2,2744981,3.7,0,0.0,0,0.0,77,3.7
"US000","1","32311","17","0","2024","1","",44,2714,2704,2696,76736194,0,0,2182,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",11,33.3,0,0.0,-5,-0.2,6,0.2,2744981,3.7,0,0.0,0,0.0,77,3.7
"US000","1","323111","18","0","2024","1","",19,1162,1160,1146,34815837,0,0,2317,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",9,90.0,-20,-1.7,-34,-2.8,-34,-2.9,1077213,3.2,0,0.0,0,0.0,128,5.8
"US000","1","323117","18","0","2024","1","",25,1552,1544,1550,41920357,0,0,2082,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",2,8.7,20,1.3,29,1.9,40,2.6,1667768,4.1,0,0.0,0,0.0,44,2.2
"US000","1","332","15","0","2024","1","",5,4165,4188,4184,91177242,0,0,1678,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,61,1.5,53,1.3,37,0.9,5884992,6.9,0,0.0,0,0.0,89,5.6
"US000","1","3321","16","0","2024","1","",1,339,338,335,11325707,0,0,2583,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,3,0.9,1,0.3,-2,-0.6,489221,4.5,0,0.0,0,0.0,107,4.3
"US000","1","33211","17","0","2024","1","",1,339,338,335,11325707,0,0,2583,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,3,0.9,1,0.3,-2,-0.6,489221,4.5,0,0.0,0,0.0,107,4.3
"US000","1","332119","18","0","2024","1","",1,339,338,335,11325707,0,0,2583,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,3,0.9,1,0.3,-2,-0.6,489221,4.5,0,0.0,0,0.0,107,4.3
"US000","1","3329","16","0","2024","1","",4,3826,3850,3849,79851535,0,0,1599,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,58,1.5,52,1.4,39,1.0,5395771,7.2,0,0.0,0,0.0,89,5.9
"US000","1","33299","17","0","2024","1","",4,3826,3850,3849,79851535,0,0,1599,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,58,1.5,52,1.4,39,1.0,5395771,7.2,0,0.0,0,0.0,89,5.9
"US000","1","332993","18","0","2024","1","",1,1601,1598,1592,29412834,0,0,1417,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,9,0.6,-22,-1.4,-39,-2.4,1291618,4.6,0,0.0,0,0.0,77,5.7
"US000","1","332994","18","0","2024","1","",3,2225,2252,2257,50438701,0,0,1728,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,49,2.3,74,3.4,78,3.6,4104153,8.9,0,0.0,0,0.0,91,5.6
"US000","1","336","15","0","2024","1","",14,41325,41560,41658,1112248852,0,0,2061,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,968,2.4,1111,2.7,1202,3.0,85942984,8.4,0,0.0,0,0.0,108,5.5
"US000","1","3364","16","0","2024","1","",1,2630,2633,2628,49842006,0,0,1458,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,-37,-1.4,-13,-0.5,-7,-0.3,1760265,3.7,0,0.0,0,0.0,62,4.4
"US000","1","33641","17","0","2024","1","",1,2630,2633,2628,49842006,0,0,1458,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,-37,-1.4,-13,-0.5,-7,-0.3,1760265,3.7,0,0.0,0,0.0,62,4.4
"US000","1","336411","18","0","2024","1","",1,2630,2633,2628,49842006,0,0,1458,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,-37,-1.4,-13,-0.5,-7,-0.3,1760265,3.7,0,0.0,0,0.0,62,4.4
"US000","1","3366","16","0","2024","1","",13,38695,38927,39030,1062406846,0,0,2102,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,1005,2.7,1124,3.0,1209,3.2,84182719,8.6,0,0.0,0,0.0,110,5.5
"US000","1","33661","17","0","2024","1","",13,38695,38927,39030,1062406846,0,0,2102,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,1005,2.7,1124,3.0,1209,3.2,84182719,8.6,0,0.0,0,0.0,110,5.5
"US000","1","336611","18","0","2024","1","",13,38695,38927,39030,1062406846,0,0,2102,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,1005,2.7,1124,3.0,1209,3.2,84182719,8.6,0,0.0,0,0.0,110,5.5
"US000","1","339","15","0","2024","1","",16,832,828,833,17633927,0,0,1632,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",-2,-11.1,20,2.5,12,1.5,20,2.5,409241,2.4,0,0.0,0,0.0,4,0.2
"US000","1","3399","16","0","2024","1","",16,832,828,833,17633927,0,0,1632,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",-2,-11.1,20,2.5,12,1.5,20,2.5,409241,2.4,0,0.0,0,0.0,4,0.2
"US000","1","33991","17","0","2024","1","",16,832,828,833,17633927,0,0,1632,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",-2,-11.1,20,2.5,12,1.5,20,2.5,409241,2.4,0,0.0,0,0.0,4,0.2
"US000","1","339910","18","0","2024","1","",16,832,828,833,17633927,0,0,1632,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",-2,-11.1,20,2.5,12,1.5,20,2.5,409241,2.4,0,0.0,0,0.0,4,0.2
"US000","1","42","14","0","2024","1","",1,0,0,0,0,0,0,0,"",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","1","425","15","0","2024","1","",1,0,0,0,0,0,0,0,"",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","1","4251","16","0","2024","1","",1,0,0,0,0,0,0,0,"",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","1","42512","17","0","2024","1","",1,0,0,0,0,0,0,0,"",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","1","425120","18","0","2024","1","",1,0,0,0,0,0,0,0,"",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"US000","1","44-45","14","0","2024","1","",710,39737,39777,39721,392531205,0,0,760,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",-2,-0.3,-1596,-3.9,-1123,-2.7,-1022,-2.5,4623328,1.2,0,0.0,0,0.0,32,4.4
"US000","1","441","15","0","2024","1","",37,128,128,130,1063461,0,0,636,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",-3,-7.5,16,14.3,16,14.3,18,16.1,137646,14.9,0,0.0,0,0.0,0,0.0
"US000","1","4413","16","0","2024","1","",37,128,128,130,1063461,0,0,636,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",-3,-7.5,16,14.3,16,14.3,18,16.1,137646,14.9,0,0.0,0,0.0,0,0.0
"US000","1","44133","17","0","2024","1","",37,128,128,130,1063461,0,0,636,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",-3,-7.5,16,14.3,16,14.3,18,16.1,137646,14.9,0,0.0,0,0.0,0,0.0
"US000","1","441330","18","0","2024","1","",37,128,128,130,1063461,0,0,636,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",-3,-7.5,16,14.3,16,14.3,18,16.1,137646,14.9,0,0.0,0,0.0,0,0.0
"US000","1","444","15","0","2024","1","",1,84,82,81,779464,0,0,728,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,13,18.3,12,17.1,9,12.5,208051,36.4,0,0.0,0,0.0,109,17.6
"US000","1","4442","16","0","2024","1","",1,84,82,81,779464,0,0,728,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,13,18.3,12,17.1,9,12.5,208051,36.4,0,0.0,0,0.0,109,17.6
"US000","1","44424","17","0","2024","1","",1,84,82,81,779464,0,0,728,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,13,18.3,12,17.1,9,12.5,208051,36.4,0,0.0,0,0.0,109,17.6
"US000","1","444240","18","0","2024","1","",1,84,82,81,779464,0,0,728,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,13,18.3,12,17.1,9,12.5,208051,36.4,0,0.0,0,0.0,109,17.6
"US000","1","445","15","0","2024","1","",203,10045,10068,10059,137631125,0,0,1053,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",-1,-0.5,9,0.1,26,0.3,-50,-0.5,8265673,6.4,0,0.0,0,0.0,64,6.5
"US000","1","4451","16","0","2024","1","",203,10045,10068,10059,137631125,0,0,1053,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",-1,-0.5,9,0.1,26,0.3,-50,-0.5,8265673,6.4,0,0.0,0,0.0,64,6.5
"US000","1","44511","17","0","2024","1","",175,9452,9473,9461,132761437,0,0,1079,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,21,0.2,24,0.3,-50,-0.5,8247432,6.6,0,0.0,0,0.0,67,6.6
"US000","1","445110","18","0","2024","1","",175,9452,9473,9461,132761437,0,0,1079,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,21,0.2,24,0.3,-50,-0.5,8247432,6.6,0,0.0,0,0.0,67,6.6
"US000","1","44513","17","0","2024","1","",28,593,595,598,4869688,0,0,629,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",-1,-3.4,-12,-2.0,2,0.3,0,0.0,18241,0.4,0,0.0,0,0.0,6,1.0
"US000","1","445131","18","0","2024","1","",26,590,592,595,4846798,0,0,629,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",0,0.0,-13,-2.2,2,0.3,-1,-0.2,15818,0.3,0,0.0,0,0.0,6,1.0
"US000","1","445132","18","0","2024","1","",2,3,3,3,22890,0,0,587,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",-1,-33.3,1,50.0,0,0.0,1,50.0,2423,11.8,0,0.0,0,0.0,-88,-13.0
"US000","1","449","15","0","2024","1","",62,1667,1666,1669,7075072,0,0,326,"",1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,"",-2,-3.1,12,0.7,3,0.2,2,0.1,142426,2.1,0,0.0,0,0.0,5,1.6
